link,rooms,area_m2,price_kzt,floor,year_built,residential_complex,region,rating_2gis
https://krisha.kz/a/show/1002021242,3,97,75000000,,2014,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/760997461,3,97.6,72000000,,2014,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/697006965,3,106,152000000,16,2019,Ray Residence,Есильский р-н,4.7
https://krisha.kz/a/show/684214511,4,200,240000000,8,2020,Esil Riverside,Есильский р-н,
https://krisha.kz/a/show/693815845,5,245.5,180000000,,2014,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/760312503,2,55,36000000,3,2023,Центральный сквер,Алматы р-н,
https://krisha.kz/a/show/688616202,2,64,41500000,2,2017,Времена года. Весна,Есильский р-н,
https://krisha.kz/a/show/1002067312,2,52.6,35000000,2,2024,MoD. Standard,Есильский р-н,
https://krisha.kz/a/show/1001504064,2,58,60000000,,2023,Europe City,Есильский р-н,
https://krisha.kz/a/show/1002770604,3,94,67000000,,2013,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/1002109941,2,70,40500000,,2016,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/1001082185,5,202.7,195000000,,2015,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/698330324,5,245.5,220000000,21,2014,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/1002975190,2,61.4,25500000,12,2009,Нур Отау,Алматы р-н,
https://krisha.kz/a/show/1000513121,3,119.61,110400030,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/1000176878,1,40.99,15576200,,2026,Akan City,Сарыарка р-н,5
https://krisha.kz/a/show/1000509558,1,41.96,27064200,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/698106707,2,71.7,52842900,13,2024,Evolution,Нура р-н,4.7
https://krisha.kz/a/show/698106707,2,71.7,52842900,13,2024,Evolution,Нура р-н,4.8
https://krisha.kz/a/show/1002603786,2,80,70000000,14,2025,Garden View,Есильский р-н,4.7
https://krisha.kz/a/show/760487527,2,64.8,41342400,10,2023,Austria,Алматы р-н,5
https://krisha.kz/a/show/760843055,1,37.6,22000000,2,2024,Керей,Алматы р-н,
https://krisha.kz/a/show/1001101936,1,40,25500000,5,2020,Бухар Жырау De Luxe,Есильский р-н,
https://krisha.kz/a/show/761174006,2,58,37000000,3,2025,GAKKU,Есильский р-н,
https://krisha.kz/a/show/694506329,4,134,138000000,5,2023,Monaco Residence,Алматы р-н,4.3
https://krisha.kz/a/show/1002565372,1,40,20500000,6,2016,Елорда Даму по Байтурсынова,Алматы р-н,
https://krisha.kz/a/show/1001086473,2,61,35000000,9,2022,Rahmet,Байконур р-н,
https://krisha.kz/a/show/697969338,3,81.84,59170320,,2026,GreenLine. Aurora,Нура р-н,5
https://krisha.kz/a/show/684477662,1,42.42,15022661,,2025,Алтын Саулет,Нура р-н,
https://krisha.kz/a/show/699801385,1,35,16500000,6,2024,AruPark,Есильский р-н,5
https://krisha.kz/a/show/1001369541,2,49,35500000,6,2024,BUQAR JYRAU EXCLUSIVE 2,Есильский р-н,
https://krisha.kz/a/show/698393335,3,80,31000000,6,2012,Степной-2,Алматы р-н,
https://krisha.kz/a/show/692920696,2,56,22500000,14,2013,Кулан-2,Алматы р-н,
https://krisha.kz/a/show/686602951,3,57.2,24000000,12,2011,Жастар-3,Байконур р-н,
https://krisha.kz/a/show/1002889929,2,64,26500000,9,2016,Жастар-4,Алматы р-н,
https://krisha.kz/a/show/1002577650,1,37,25900000,4,2024,Kolsai,Сарыарка р-н,4.7
https://krisha.kz/a/show/1002904667,2,60,53500000,13,2025,Поколение Бизнес,Есильский р-н,
https://krisha.kz/a/show/1001406595,3,83,54500000,4,2022,Sati Park House,Есильский р-н,
https://krisha.kz/a/show/1000593324,1,42.61,20500000,6,2025,Athletic City,Нура р-н,
https://krisha.kz/a/show/686616896,1,38.3,23690250,,2025,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/697968790,2,52.89,45273840,,2026,GreenLine. 4YOU,Нура р-н,
https://krisha.kz/a/show/697253201,2,63.67,24114002,,2025,Алтын Саулет,Нура р-н,
https://krisha.kz/a/show/1002708872,4,91.68,44464800,,2026,TULGA,Нура р-н,
https://krisha.kz/a/show/681844954,3,92.8,60784000,,2023,Four Seasons,Нура р-н,5
https://krisha.kz/a/show/694019897,2,70.6,26000000,7,2008,ОМК центр,Сарыарка р-н,
https://krisha.kz/a/show/1000124970,2,59.35,18700000,3,2024,Happy Land,Нура р-н,4.8
https://krisha.kz/a/show/686616904,2,72.95,38809400,,2025,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/1003006376,3,65,33500000,4,2011,Akbulak Town,Алматы р-н,
https://krisha.kz/a/show/1000116087,3,64.6,36000000,2,2012,Кыз Жибек,Есильский р-н,
https://krisha.kz/a/show/762032119,4,112.3,60000000,11,2023,SOUL PARK,Есильский р-н,4.9
https://krisha.kz/a/show/762032119,4,112.3,60000000,11,2023,SOUL PARK,Есильский р-н,5
https://krisha.kz/a/show/697070872,2,74,45000000,2,2022,Only Sun & Moon,Есильский р-н,
https://krisha.kz/a/show/689488246,3,71,40500000,2,2015,Камал,Есильский р-н,
https://krisha.kz/a/show/1002002484,3,117,88000000,8,2007,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/1001946188,1,45,21000000,5,2014,Жануя,Алматы р-н,
https://krisha.kz/a/show/1001943091,2,68,42699999,3,2022,Prime Garden,Есильский р-н,4.6
https://krisha.kz/a/show/1001577509,2,64,30000000,11,2020,Томирис,Алматы р-н,
https://krisha.kz/a/show/1000923230,1,35,19900000,7,2015,Энергетик,Есильский р-н,
https://krisha.kz/a/show/1000764572,1,40.9,17500000,4,2023,Бадана,Сарайшык р-н,
https://krisha.kz/a/show/1000149696,3,87,52000000,8,2022,Айдидар 3,Сарайшык р-н,
https://krisha.kz/a/show/762218146,3,64,38000000,11,2010,Светлый,Есильский р-н,
https://krisha.kz/a/show/682153343,1,40.84,19603200,,2024,BURABAY-2,Алматы р-н,
https://krisha.kz/a/show/1002501511,2,64.95,31825500,,2026,Ayala,Нура р-н,
https://krisha.kz/a/show/1002500334,4,116.05,52802750,,2026,Aitau,Нура р-н,
https://krisha.kz/a/show/1002500326,3,82.62,37179000,,2026,Aitau,Нура р-н,
https://krisha.kz/a/show/683999324,3,86.58,30761874,,2024,Yrys,Алматы р-н,
https://krisha.kz/a/show/684477665,1,40.25,15907426,,2025,Алтын Саулет,Нура р-н,
https://krisha.kz/a/show/1002590302,2,64,49900000,4,2024,Asylym Park 1,Есильский р-н,
https://krisha.kz/a/show/1002616585,1,37.3,18500000,15,2019,Памир,Нура р-н,
https://krisha.kz/a/show/699434205,4,174,158000000,,2015,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/699417206,4,136,95000000,,2014,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/699468002,5,187,140000000,12,2013,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/761380982,2,42,39000000,9,2024,ZAMAN,Нура р-н,
https://krisha.kz/a/show/1002993148,2,64,32500000,14,2024,Sardar City 2,Алматы р-н,
https://krisha.kz/a/show/687655707,2,67,45000000,4,2018,GreenLine.BI City Seoul,Есильский р-н,
https://krisha.kz/a/show/761663333,5,245,183000000,,2014,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/760476185,1,44.3,27000000,9,2024,Aisar,Есильский р-н,5
https://krisha.kz/a/show/1002275380,1,41.2,27500000,4,2016,Expo Boulevard,Есильский р-н,
https://krisha.kz/a/show/693766744,4,159.7,118000000,,2014,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/1002904372,5,292.2,148000000,36,2010,Grand Alatau,Сарыарка р-н,
https://krisha.kz/a/show/1001617838,2,53.9,29000000,5,2024,Alatau Park,Нура р-н,4.9
https://krisha.kz/a/show/761840720,1,43,32000000,7,2020,Сердце Столицы,Есильский р-н,
https://krisha.kz/a/show/1000673161,1,44.63,19280160,,2026,Jetisu.Nauryz,Есильский р-н,4.3
https://krisha.kz/a/show/762068759,1,35.94,21528060,,2026,Baizaman,Нура р-н,4.6
https://krisha.kz/a/show/760084248,1,41.55,18946800,,2025,Parkland,Сарыарка р-н,4.6
https://krisha.kz/a/show/1002042148,5,202,180000000,,2015,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/698214882,4,138.49,99574310,,2025,MoD. Urban,Есильский р-н,
https://krisha.kz/a/show/1000509562,2,55.53,37038510,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/684477661,1,45.85,17139464,,2025,Алтын Саулет,Нура р-н,
https://krisha.kz/a/show/762155329,4,108,65000000,3,2024,Фирдаус,Алматы р-н,
https://krisha.kz/a/show/1001676478,2,62,32500000,7,2022,Мынжылдык,Алматы р-н,
https://krisha.kz/a/show/1001230227,4,104,78900000,12,2024,BUQAR JYRAU EXCLUSIVE 2,Есильский р-н,
https://krisha.kz/a/show/760187802,1,37.8,22500000,9,2020,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/761767380,2,55,45000000,7,2024,BUQAR JYRAU EXCLUSIVE 2,Есильский р-н,
https://krisha.kz/a/show/698561865,2,51,24000000,4,2023,Adam Armany,Алматы р-н,
https://krisha.kz/a/show/690915431,1,67.8,33000000,8,2017,Елорда Даму по Улы Дала,Есильский р-н,
https://krisha.kz/a/show/1001670979,2,89,30000000,8,2007,Асти-строй,Алматы р-н,
https://krisha.kz/a/show/693454966,3,75,63500000,4,2022,Ak Bulak Premium,Алматы р-н,
https://krisha.kz/a/show/1001485839,3,90.11,41900000,11,2024,Geneva,Алматы р-н,4.5
https://krisha.kz/a/show/1003097623,1,39,17000000,2,2023,SHYNGYS,Нура р-н,
https://krisha.kz/a/show/682153344,2,62.05,27302000,,2024,BURABAY-2,Алматы р-н,
https://krisha.kz/a/show/1000435099,1,41.3,25500000,4,2021,Варшава,Есильский р-н,
https://krisha.kz/a/show/1003097613,1,38.3,24500000,4,2025,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/761098332,3,98.66,62057140,,2026,GreenLine. Garden,Нура р-н,4.4
https://krisha.kz/a/show/1002708712,3,66.32,37404480,,2026,TULGA,Нура р-н,
https://krisha.kz/a/show/682885992,2,63.1,26502000,,2024,Atamura,Алматы р-н,4.8
https://krisha.kz/a/show/689716495,3,81.5,39120000,1,2024,Washington,Есильский р-н,4.2
https://krisha.kz/a/show/1001637341,2,44,25500000,9,2024,Grand Victoria 2,Алматы р-н,4.9
https://krisha.kz/a/show/1000608472,3,73,28800000,3,2005,Восточный,Алматы р-н,
https://krisha.kz/a/show/1000668481,3,83.9,55000000,13,2022,Bravo Family,Алматы р-н,4.6
https://krisha.kz/a/show/695724200,2,56,28500000,4,2021,Нурлы,Алматы р-н,
https://krisha.kz/a/show/1002493243,2,59.1,29500000,1,2020,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/1002083924,3,70.43,36000000,5,2025,Aisar,Есильский р-н,5
https://krisha.kz/a/show/1000902206,1,38.5,19500000,7,2024,Triumph City,Есильский р-н,
https://krisha.kz/a/show/1001430733,2,68,35000000,5,2010,Достык,Алматы р-н,
https://krisha.kz/a/show/1001717102,1,36.45,12028000,4,2025,Hanzada,Нура р-н,4.4
https://krisha.kz/a/show/1000388395,2,50,18500000,7,2013,Территория Комфорта-2,Байконур р-н,
https://krisha.kz/a/show/1002695863,2,59,42000000,9,2019,Мангилик,Есильский р-н,
https://krisha.kz/a/show/1002490208,1,41.9,24500000,9,2013,Лазурный квартал,Есильский р-н,
https://krisha.kz/a/show/1002944546,2,43,21500000,11,2020,Geneva,Алматы р-н,4.5
https://krisha.kz/a/show/1002904162,2,60,31800000,9,2021,Тениз,Алматы р-н,
https://krisha.kz/a/show/1001387456,1,42.9,38000000,3,2017,GreenLine.BI City Seoul,Есильский р-н,
https://krisha.kz/a/show/1002258210,2,71,43500000,7,2020,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/1002258210,2,71,43500000,7,2020,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/1002258210,2,71,43500000,7,2020,Respublika,Нура р-н,
https://krisha.kz/a/show/1001581701,1,39,21000000,2,2019,Юпитер,Алматы р-н,
https://krisha.kz/a/show/1002397246,2,51,31900000,9,2023,Baitas,Алматы р-н,
https://krisha.kz/a/show/1001279803,2,77,48999990,8,2022,Medina Tower,Есильский р-н,
https://krisha.kz/a/show/1000752327,3,76.3,45000000,9,2018,Expo New Life,Есильский р-н,
https://krisha.kz/a/show/1000696724,1,34,22800000,1,2016,Real Comfort,Есильский р-н,
https://krisha.kz/a/show/1000500355,2,60,23000000,7,2020,Баспана Коктал,Сарыарка р-н,
https://krisha.kz/a/show/1000261915,2,42,39000000,2,2024,Asylym Park 1,Есильский р-н,
https://krisha.kz/a/show/761884629,4,170,133000000,2,2025,Atlant,Есильский р-н,
https://krisha.kz/a/show/1002649268,3,78,39500000,6,2014,Магистральный-2,Алматы р-н,
https://krisha.kz/a/show/1002643669,3,64,27500000,6,2020,Акерке 2,Сарыарка р-н,
https://krisha.kz/a/show/1002406304,2,43,33000000,12,2024,Aqzam,Есильский р-н,
https://krisha.kz/a/show/1000673327,2,89.11,84921830,,2026,Nexpo Aura,Есильский р-н,3.8
https://krisha.kz/a/show/697969356,5,177.25,133823750,,2025,GreenLine. Aurora,Нура р-н,5
https://krisha.kz/a/show/682031051,1,35.81,13249700,,2025,Safuan,Есильский р-н,3.9
https://krisha.kz/a/show/1001540243,1,42.9,18400000,3,2022,Tulpar City,Сарыарка р-н,
https://krisha.kz/a/show/761442285,1,41,26500000,8,2025,Aqzam,Есильский р-н,
https://krisha.kz/a/show/762150755,2,50,30000000,3,2017,Бейбарыс,Алматы р-н,4.7
https://krisha.kz/a/show/762150755,2,50,30000000,3,2017,Бейбарыс,Алматы р-н,4.2
https://krisha.kz/a/show/762150755,2,50,30000000,3,2017,Бейбарыс,Алматы р-н,4.4
https://krisha.kz/a/show/695468431,4,129.5,65000000,2,2019,Bronx (Бронкс),Сарыарка р-н,
https://krisha.kz/a/show/1002370647,2,60,37000000,2,2021,Q-garden,Есильский р-н,
https://krisha.kz/a/show/1001160389,1,29.69,15500000,7,2025,Arena Garden,Есильский р-н,3.8
https://krisha.kz/a/show/1000406644,1,23.2,11990000,2,2022,Баскару 2,Алматы р-н,3.6
https://krisha.kz/a/show/1000176881,2,64.58,24540400,,2026,Akan City,Сарыарка р-н,5
https://krisha.kz/a/show/699979988,1,32.9,17601500,,2026,Dariya,Нура р-н,
https://krisha.kz/a/show/689252925,3,85.7,41300000,,2025,Delta,Нура р-н,4.8
https://krisha.kz/a/show/689252925,3,85.7,41300000,,2025,Delta,Нура р-н,5
https://krisha.kz/a/show/1003096986,1,54,45000000,10,2017,GreenLine.Зеленый квартал,Есильский р-н,
https://krisha.kz/a/show/1002137888,2,65.5,27600000,4,2005,Дебют,Алматы р-н,
https://krisha.kz/a/show/761937556,2,42,40000000,4,2023,Nexpo Union,Есильский р-н,
https://krisha.kz/a/show/1002477481,2,66,28000000,1,2010,Енлик,Алматы р-н,
https://krisha.kz/a/show/760792407,3,64,29999999,4,2023,Кутты Мекен,Сарыарка р-н,
https://krisha.kz/a/show/695683279,2,93,30000000,5,2011,Аль-Арка,Байконур р-н,
https://krisha.kz/a/show/688787405,2,62,39000000,10,2022,Люксембург,Есильский р-н,
https://krisha.kz/a/show/1002711817,2,70.1,44000000,,2024,RAIYMBEK,Алматы р-н,
https://krisha.kz/a/show/1001174680,1,44,21000000,4,2021,Шахристан,Алматы р-н,
https://krisha.kz/a/show/1002423143,2,70,55300000,6,2017,Алтын Арна,Есильский р-н,
https://krisha.kz/a/show/1002020623,3,78.05,28488250,,2026,Salt 2,Есильский р-н,4
https://krisha.kz/a/show/1002261242,1,53,25600000,3,2009,Дипломат,Есильский р-н,
https://krisha.kz/a/show/692724887,2,60.3,22914000,,2025,Muz Tau,Сарайшык р-н,4.4
https://krisha.kz/a/show/760836015,2,53.3,33000000,7,2023,RAIYMBEK,Алматы р-н,
https://krisha.kz/a/show/699027201,1,42.1,20900000,4,2014,По Ш.Кудайбердыулы,Алматы р-н,
https://krisha.kz/a/show/697776344,2,58.6,40500000,10,2022,Sat City,Есильский р-н,4.8
https://krisha.kz/a/show/1001729133,1,45.3,35000000,7,2021,GreenLine.Asyl Mura Al-Farabi,Нура р-н,
https://krisha.kz/a/show/1001480284,1,38.3,24000000,7,2022,Оркендеу,Сарайшык р-н,
https://krisha.kz/a/show/1001372135,2,48.8,20496000,,2025,Eleven,Нура р-н,4.9
https://krisha.kz/a/show/1002040167,2,56.6,25500000,7,2013,Эльнара,Алматы р-н,
https://krisha.kz/a/show/696393458,1,35,25500000,10,2020,Copenhagen,Есильский р-н,
https://krisha.kz/a/show/699147494,3,78.3,31000000,18,2012,Жануя,Алматы р-н,
https://krisha.kz/a/show/1002048923,1,35.88,21300000,4,2026,Auez,Алматы р-н,
https://krisha.kz/a/show/1000512524,2,66.32,62340800,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/1002693749,3,84.7,29814400,,2026,Family Nest,Есильский р-н,4.5
https://krisha.kz/a/show/1002159193,2,60.6,30500000,10,2024,Geneva,Алматы р-н,4.5
https://krisha.kz/a/show/1001364232,1,40,23500000,4,2022,Урбан,Алматы р-н,
https://krisha.kz/a/show/1002137982,2,78,26500000,2,2017,Жагалау 4,Нура р-н,5
https://krisha.kz/a/show/1003011695,2,70,39500000,9,2016,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/1002731785,1,37,17900000,5,2025,Sardar Exclusive,Сарайшык р-н,4.8
https://krisha.kz/a/show/1002517970,2,57,26500000,6,2010,Мисон,Есильский р-н,
https://krisha.kz/a/show/1002701642,2,65,27000000,15,2014,Речной квартал,Алматы р-н,
https://krisha.kz/a/show/1002564658,1,30,16600000,7,2018,Nova City,Есильский р-н,
https://krisha.kz/a/show/1002760869,2,46,32500000,5,2025,Athletic City,Нура р-н,
https://krisha.kz/a/show/1002666836,4,94.2,71000000,,2023,Asylym Park 2,Есильский р-н,
https://krisha.kz/a/show/761850370,1,46,22700000,2,2023,AYLET,Алматы р-н,
https://krisha.kz/a/show/761312682,4,130,86000000,7,2016,Авиценна-2,Есильский р-н,
https://krisha.kz/a/show/699407484,4,107.74,47200000,9,2025,Geneva,Алматы р-н,4.5
https://krisha.kz/a/show/696507328,2,72,37500000,1,2023,Athletic City,Есильский р-н,
https://krisha.kz/a/show/760562193,2,73.3,60000000,12,2021,Crocus City,Есильский р-н,
https://krisha.kz/a/show/1002374105,3,72,40000000,6,2024,Sardar city,Алматы р-н,4.8
https://krisha.kz/a/show/1002363927,2,67,36500000,5,2023,Алтын Булак,Алматы р-н,
https://krisha.kz/a/show/1002274981,1,53.3,25000000,3,2007,Тараз,Байконур р-н,
https://krisha.kz/a/show/1001044424,1,44,20500000,3,2022,Самгау 2,Алматы р-н,
https://krisha.kz/a/show/760825549,1,42.76,34000000,4,2021,GreenLine.Headliner,Есильский р-н,
https://krisha.kz/a/show/1002501194,2,57.5,33637500,,2027,Saryn,Сарайшык р-н,4.6
https://krisha.kz/a/show/1002501194,2,57.5,33637500,,2027,Saryn,Сарайшык р-н,4.6
https://krisha.kz/a/show/698215357,3,71.82,39716460,,2026,Auez,Сарайшык р-н,
https://krisha.kz/a/show/1002501194,2,57.5,33637500,,2027,Saryn,Сарайшык р-н,4.6
https://krisha.kz/a/show/1002501194,2,57.5,33637500,,2027,Saryn,Сарайшык р-н,4.6
https://krisha.kz/a/show/698215357,3,71.82,39716460,,2026,Auez,Сарайшык р-н,
https://krisha.kz/a/show/762078023,4,95.5,78000000,1,2022,Alma Park,Есильский р-н,
https://krisha.kz/a/show/694056086,1,42.2,25800000,10,2024,Sharyn,Сарыарка р-н,4.6
https://krisha.kz/a/show/694056086,1,42.2,25800000,10,2024,Sharyn,Сарыарка р-н,4.6
https://krisha.kz/a/show/675275260,2,71,49000000,5,2021,GreenLine.Asyl Mura Abai,Есильский р-н,
https://krisha.kz/a/show/1001244620,3,77.6,37500000,5,2013,Эльнара,Алматы р-н,
https://krisha.kz/a/show/1000515644,2,59.75,26349740,,2026,SPACE PLUS,Нура р-н,
https://krisha.kz/a/show/1003084858,2,54,33000000,10,2022,Qazaq Eli Kulan,Сарайшык р-н,
https://krisha.kz/a/show/696660441,2,64.3,32800000,,2022,Люксембург,Есильский р-н,
https://krisha.kz/a/show/689823749,2,57,35500000,3,2023,Tamerlan,Алматы р-н,4.7
https://krisha.kz/a/show/676162891,1,39.3,23000000,9,2020,Nova City,Есильский р-н,
https://krisha.kz/a/show/1001954814,1,39,24000000,2,2022,Madrid,Есильский р-н,4.4
https://krisha.kz/a/show/1000395952,2,52,24990000,5,2023,Амирель,Сарайшык р-н,
https://krisha.kz/a/show/1000510868,4,113.29,65268330,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/1002514421,3,74.05,38950300,,2025,LEVEL,Сарайшык р-н,
https://krisha.kz/a/show/1000482563,3,88.49,34068650,,2025,Sardar Compass,Сарайшык р-н,4.3
https://krisha.kz/a/show/1002511355,5,158.18,141729280,,2025,Grand Monaco,Сарайшык р-н,
https://krisha.kz/a/show/698574907,2,47,29140000,,2024,RAUDA,Нура р-н,
https://krisha.kz/a/show/762229192,2,62,37000000,2,2023,Tomiris Towers,Сарайшык р-н,
https://krisha.kz/a/show/762062733,3,100,50000000,4,2005,Джунгарские Ворота,Сарыарка р-н,
https://krisha.kz/a/show/1002314829,4,137,83300000,5,2025,Qaiyndy,Сарыарка р-н,4.8
https://krisha.kz/a/show/761848635,3,77,38000000,,2011,Градокомплекс-4,Есильский р-н,
https://krisha.kz/a/show/1002340991,2,52.25,26900000,3,2024,Manar,Есильский р-н,4.8
https://krisha.kz/a/show/1002340991,2,52.25,26900000,3,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/1000786340,2,44.41,35900000,3,2024,West Side,Нура р-н,
https://krisha.kz/a/show/760415902,4,121.8,66990000,,2026,ABYROI,Есильский р-н,4.9
https://krisha.kz/a/show/762099383,2,46,19500000,3,2020,Камшат,Есильский р-н,
https://krisha.kz/a/show/761109468,3,90,33500000,20,2000,Свечки,Сарыарка р-н,
https://krisha.kz/a/show/761000388,2,40,20000000,4,2023,Кернай,Алматы р-н,
https://krisha.kz/a/show/1002032588,3,92,62999990,12,2022,Medina Tower,Есильский р-н,
https://krisha.kz/a/show/1001807762,2,68,26000000,5,2014,Айкен,Сарыарка р-н,
https://krisha.kz/a/show/762170361,3,81.55,29765750,,2026,Salt 2,Есильский р-н,4
https://krisha.kz/a/show/697633885,2,63.3,27800000,,2025,Delta,Нура р-н,4.8
https://krisha.kz/a/show/697633885,2,63.3,27800000,,2025,Delta,Нура р-н,5
https://krisha.kz/a/show/761794806,2,63.7,31213000,,2026,Turan Plaza,Сарыарка р-н,4.5
https://krisha.kz/a/show/685378109,3,108.74,64591560,,2025,Eco Park,Нура р-н,4.7
https://krisha.kz/a/show/1002333854,1,40,23000000,2,2022,7Я,Алматы р-н,
https://krisha.kz/a/show/1002039750,4,87,55000000,9,2020,Bravo Family,Сарайшык р-н,4.6
https://krisha.kz/a/show/1001693228,4,123,49500000,8,2011,Турсын Астана – 2,Алматы р-н,
https://krisha.kz/a/show/696334031,1,39,25000000,1,2020,Brussels,Нура р-н,
https://krisha.kz/a/show/1002834696,2,42,23000000,4,2016,Камал-2,Есильский р-н,
https://krisha.kz/a/show/1000933551,1,41.2,29000000,21,2016,Хайвил Астана,Алматы р-н,
https://krisha.kz/a/show/1002058231,2,78.4,37000000,6,2014,Астана Жулдызы,Есильский р-н,
https://krisha.kz/a/show/1000834036,3,89,41000000,8,2017,Виктория,Алматы р-н,
https://krisha.kz/a/show/692467536,4,125,58000000,9,2008,Тулпар,Есильский р-н,
https://krisha.kz/a/show/1002249399,2,55,27000000,7,2020,Шеркала,Алматы р-н,
https://krisha.kz/a/show/1002423479,3,122,100000000,3,2018,Итальянский квартал,Алматы р-н,
https://krisha.kz/a/show/1000673162,2,49.2,21746400,,2026,Jetisu.Nauryz,Есильский р-н,4.3
https://krisha.kz/a/show/760084082,2,60.25,24039750,,2025,Parkland,Сарыарка р-н,4.6
https://krisha.kz/a/show/1002703055,2,66.37,26400000,,2024,BURABAY-2,Алматы р-н,
https://krisha.kz/a/show/761779459,4,124,83500000,10,2015,Park Avenue,Есильский р-н,
https://krisha.kz/a/show/677454337,2,56.81,21900000,8,2023,Madrid 3,Есильский р-н,4.4
https://krisha.kz/a/show/1002509132,3,84,52500000,3,2012,Байконыс,Алматы р-н,
https://krisha.kz/a/show/1002291944,3,78,29900000,14,2012,Торлет,Сарыарка р-н,
https://krisha.kz/a/show/1000804458,3,79,37900000,4,2024,Salman City,Есильский р-н,
https://krisha.kz/a/show/1000798378,4,120,78000000,8,2022,Балкадиша,Алматы р-н,
https://krisha.kz/a/show/1000785207,1,36.5,25000000,9,2023,Angleterre,Есильский р-н,4.2
https://krisha.kz/a/show/1000487005,2,84,46000000,7,2017,Promenade Expo,Есильский р-н,
https://krisha.kz/a/show/1000214217,3,75,39000000,2,2024,Athletic City,Нура р-н,
https://krisha.kz/a/show/1000480975,1,42,27900000,7,2024,Arena city,Нура р-н,4.6
https://krisha.kz/a/show/686450138,3,102.7,52685100,,2025,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/1002680735,2,107,48500000,17,2015,Эмират,Сарыарка р-н,
https://krisha.kz/a/show/1001599021,3,71,36500000,18,2021,Assyl Tau,Есильский р-н,
https://krisha.kz/a/show/1001334023,6,300,270000000,2,2015,Британский квартал,Алматы р-н,
https://krisha.kz/a/show/1002120137,1,40,16700000,13,2019,Биик Шанырак,Алматы р-н,
https://krisha.kz/a/show/1002881475,1,20,10300000,3,2011,Солнечный город,Алматы р-н,
https://krisha.kz/a/show/760297431,4,171.3,77800000,4,2011,Бурлин,Сарыарка р-н,
https://krisha.kz/a/show/760055895,1,73.1,28000000,5,2007,Эдем палас,Байконур р-н,
https://krisha.kz/a/show/699564092,1,42.3,19200000,4,2023,Aiva,Есильский р-н,4.9
https://krisha.kz/a/show/1002934858,4,115,69999999,7,2017,Orynbor Towers,Есильский р-н,
https://krisha.kz/a/show/1002790187,2,57,40000000,3,2023,Центральный сквер,Сарайшык р-н,
https://krisha.kz/a/show/1002255926,3,117.5,113000000,6,2023,GreenLine.Aqua Business,Есильский р-н,
https://krisha.kz/a/show/698214884,5,161.84,128824640,,2025,MoD. Urban,Есильский р-н,
https://krisha.kz/a/show/761724403,1,38.4,18000000,4,2024,BURABAY-2,Сарайшык р-н,
https://krisha.kz/a/show/1000482534,1,36.06,15145200,,2025,Sardar Compass,Сарайшык р-н,4.3
https://krisha.kz/a/show/762042136,1,51,17990000,13,2011,Сапа 2007,Сарыарка р-н,
https://krisha.kz/a/show/698139316,3,71.8,35000000,3,2022,Шыгыс,Есильский р-н,
https://krisha.kz/a/show/694552634,1,47.87,16500000,5,2020,Family Park,Есильский р-н,
https://krisha.kz/a/show/691784325,1,46.6,21700000,7,2024,Silver,Нура р-н,
https://krisha.kz/a/show/761759453,3,95.86,76644000,,2025,Landmark Gold,Есильский р-н,4.5
https://krisha.kz/a/show/761759453,3,95.86,76644000,,2025,Landmark Gold,Есильский р-н,2.8
https://krisha.kz/a/show/677730586,1,40.85,18814000,,2024,Gold Land,Есильский р-н,4.5
https://krisha.kz/a/show/677730586,1,40.85,18814000,,2024,Gold Land,Есильский р-н,2.8
https://krisha.kz/a/show/1002426946,2,44.5,25900000,4,2024,Delta,Нура р-н,4.8
https://krisha.kz/a/show/1002426946,2,44.5,25900000,4,2024,Delta,Нура р-н,5
